country,ex,HE_ADL,HE_CHR,HE_GALI,HE_SR,UHE_ADL,UHE_CHR,UHE_GALI,UHE_SR,sex,dead,NHLE_ADL,NHLE_CHR,NHLE_GALI,NHLE_SR,method
AUT,34.9501561128911,31.1424877674836,7.95817251596841,27.2826317855029,22.5146734926433,3.80766834540742,26.9919835969226,7.66752432738812,12.4354826202477,female,25.0498438871089,28.85751223251632,52.0418274840315,32.71736821449702,37.4853265073566,Multistate
BEL,34.8937162418391,29.082804613658,6.22307556119259,28.6833535095163,22.3505546394859,5.81091162818108,28.6706406806465,6.21036273232277,12.5431616023532,female,25.1062837581609,30.91719538634198,53.7769244388074,31.31664649048367,37.6494453605141,Multistate
CZE,32.9665185882738,28.9189891801097,4.52996794658942,28.0209094495169,25.7136614683303,4.0475294081641,28.4365506416844,4.94560913875696,7.2528571199435,female,27.0334814117262,31.0810108198903,55.4700320534106,31.97909055048316,34.2863385316697,Multistate
DEUTNP,34.4284618766679,30.2420726989499,5.62550016216603,26.9668920300406,18.241353037699,4.18638917771802,28.8029617145019,7.46156984662734,16.1871088389689,female,25.571538123332097,29.757927301050117,54.374499837833994,33.03310796995944,41.758646962301,Multistate
DNK,34.1756622939105,31.3426727931193,9.45642799724363,29.9819981144403,22.9525149597264,2.83298950079118,24.7192342966668,4.19366417947017,11.2231473341841,female,25.8243377060895,28.65732720688068,50.54357200275631,30.01800188555967,37.0474850402736,Multistate
ESP,36.6109142740786,29.9632163766035,6.96053939411525,31.9450236614742,19.8388962728569,6.64769789747506,29.6503748799633,4.66589061260436,16.7720180012217,female,23.389085725921397,30.036783623396456,53.0394606058847,28.05497633852576,40.1611037271431,Multistate
EST,33.6149024926536,28.5260944066334,7.23734781682182,24.5901733469987,9.67224125269712,5.08880808602018,26.3775546758317,9.02472914565481,23.9426612399564,female,26.3850975073464,31.47390559336658,52.762652183178105,35.40982665300121,50.3277587473028,Multistate
FRATNP,36.6016305962123,32.8040958934991,7.03208693556482,31.7799927560354,22.6925463625004,3.79753470271322,29.5695436606475,4.82163784017699,13.909084233712,female,23.398369403787697,27.19590410650092,52.967913064435194,28.220007243964687,37.3074536374997,Multistate
GRC,34.8235030001225,32.3923384989183,9.88533578656272,32.4363704914486,24.5357811496388,2.43116450120413,24.9381672135597,2.38713250867382,10.2877218504837,female,25.1764969998775,27.60766150108163,50.1146642134372,27.56362950855132,35.4642188503612,Multistate
HRV,32.0889854834741,27.5449588988559,5.88785975795539,25.9970557683712,16.7778730131018,4.54402658461822,26.2011257255187,6.09192971510293,15.3111124703723,female,27.911014516525903,32.455041101144126,54.1121402420446,34.00294423162883,43.2221269868982,Multistate
ITA,35.8649064525333,31.2060574214324,9.81438906666531,29.3744533485509,18.7751250249664,4.65884903110097,26.050517385868,6.49045310398239,17.089781427567,female,24.135093547466703,28.793942578567673,50.1856109333347,30.625546651449092,41.2248749750337,Multistate
POL,32.8661399502088,27.9976202140814,6.26319854782626,25.4014473553073,16.3957595107298,4.8685197361274,26.6029414023826,7.46469259490155,16.470380439479,female,27.133860049791203,32.002379785918606,53.73680145217381,34.59855264469275,43.604240489270204,Multistate
SWE,35.1333129397369,32.5450011199143,9.14413916049761,29.2960782680738,24.746288550831,2.58831181982258,25.9891737792393,5.8372346716631,10.3870243889059,female,24.866687060263096,27.454998880085675,50.8558608395024,30.703921731926197,35.253711449168996,Multistate
AUT,30.9738984351505,28.3275697417843,9.05745628926383,26.6553022691873,20.9200709131918,2.64632869336624,21.9164421458867,4.31859616596323,10.0538275219587,male,29.0261015648495,31.67243025821574,50.9425437107362,33.34469773081273,39.0799290868082,Multistate
BEL,30.9454627012028,27.1019037306099,5.1878262089901,26.5676185896246,18.4884799406432,3.84355897059284,25.7576364922127,4.37784411157822,12.4569827605596,male,29.0545372987972,32.89809626939004,54.8121737910099,33.43238141037542,41.5115200593568,Multistate
CZE,28.0203695926081,24.7222333463881,3.47364340025199,24.2621734781604,22.819386602478,3.29813624622008,24.5467261923562,3.75819611444771,5.2009829901302,male,31.9796304073919,35.277766653611984,56.5263565997481,35.73782652183961,37.1806133975221,Multistate
DEUTNP,30.2681672760512,26.4913594310911,3.36253464891142,24.184116802601,15.8263021446527,3.77680784496011,26.9056326271398,6.08405047345022,14.4418651313985,male,29.7318327239488,33.50864056890891,56.63746535108859,35.81588319739902,44.1736978553473,Multistate
DNK,30.7589894509958,27.9868516544735,7.89741004704566,27.5422968348843,22.0431817154049,2.77213779652235,22.8615794039502,3.21669261611158,8.71580773559097,male,29.2410105490042,32.01314834552655,52.1025899529544,32.45770316511578,37.95681828459517,Multistate
ESP,31.6957248035637,29.0764934247974,6.94167939089278,29.3672428123904,19.1217652172658,2.61923137876632,24.7540454126709,2.32848199117326,12.5739595862979,male,28.3042751964363,30.92350657520262,53.0583206091072,30.63275718760956,40.8782347827342,Multistate
EST,26.5729904577066,23.2432350200011,5.75530657329236,20.3047962118713,8.44880009348213,3.32975543770554,20.8176838844143,6.26819424583536,18.1241903642245,male,33.427009542293405,36.75676497999895,54.244693426707705,39.695203788128765,51.55119990651791,Multistate
FRATNP,31.5468617450227,29.0578924368736,7.23753447807463,27.4657403963009,20.2516286200685,2.4889693081491,24.309327266948,4.08112134872176,11.2952331249542,male,28.4531382549773,30.9421075631264,52.7624655219253,32.53425960369906,39.7483713799315,Multistate
GRC,30.5937581600359,29.1591586156401,11.4723572508121,29.473577479972,23.2697803958597,1.43459954439582,19.1214009092238,1.12018068006392,7.32397776417627,male,29.4062418399641,30.84084138435992,48.527642749187905,30.52642252002802,36.73021960414037,Multistate
HRV,27.049638066739,24.1134560856417,5.04540313801932,22.6086293388264,15.6902294464054,2.93618198109728,22.0042349287197,4.44100872791259,11.3594086203336,male,32.950361933261,35.88654391435828,54.954596861980704,37.39137066117359,44.3097705535946,Multistate
ITA,32.0227446522683,29.7229701343392,11.292920392167,27.7520457174744,19.4481738928387,2.29977451792911,20.7298242601013,4.27069893479384,12.5745707594296,male,27.9772553477317,30.277029865660808,48.707079607832995,32.24795428252554,40.5518261071613,Multistate
POL,26.7040389671969,23.0952912360447,5.26117774095866,19.8470995787534,12.8471788147118,3.60874773115221,21.4428612262382,6.85693938844347,13.856860152485,male,33.2959610328031,36.90470876395531,54.7388222590413,40.15290042124657,47.1528211852881,Multistate
SWE,32.3784387770938,29.7952062395117,8.1914645906575,28.3821313364027,23.0544921289121,2.58323253758212,24.1869741864363,3.99630744069112,9.32394664818168,male,27.6215612229062,30.20479376048832,51.8085354093425,31.61786866359732,36.945507871087884,Multistate
